pairs,n_pairs,risk_pct,annual_return_pct,mtm_dd_pct,realized_dd_pct,profit_factor,sharpe,winrate_pct,trades,years,final_balance
DYDXUSDT+RUNEUSDT+BOMEUSDT,3,1.0,113.35,17.81,14.65,1.941,1.419,36.95,249,1.25,258697.78
DYDXUSDT+RUNEUSDT+ENSUSDT,3,0.75,82.94,12.78,8.77,1.976,1.734,38.95,267,1.26,213548.38
DYDXUSDT+RUNEUSDT+ENSUSDT,3,1.0,117.7,16.64,11.54,1.953,1.722,38.95,267,1.26,265711.36
DYDXUSDT+RUNEUSDT+WLDUSDT,3,0.75,45.06,16.61,12.91,1.83,1.366,34.75,377,2.83,286135.58
DYDXUSDT+RUNEUSDT+WLDUSDT,3,1.0,60.91,21.28,16.88,1.788,1.359,34.75,377,2.83,383567.98
DYDXUSDT+RUNEUSDT+XLMUSDT,3,0.75,43.74,17.4,15.73,1.781,1.018,35.37,393,2.94,290607.91
DYDXUSDT+RUNEUSDT+XLMUSDT,3,1.0,57.93,22.55,20.47,1.732,1.012,35.37,393,2.94,383297.19
DYDXUSDT+XRPUSDT+BOMEUSDT,3,0.75,47.12,13.28,8.97,1.949,1.3,37.91,393,2.98,315415.13
DYDXUSDT+XRPUSDT+BOMEUSDT,3,1.0,64.02,17.09,11.83,1.928,1.298,37.91,393,2.98,435968.08
DYDXUSDT+XRPUSDT+ENSUSDT,3,0.75,47.8,14.27,9.94,1.953,1.399,39.17,411,2.98,319814.74
DYDXUSDT+XRPUSDT+ENSUSDT,3,1.0,65.3,18.5,13.07,1.938,1.395,39.17,411,2.98,446161.5
DYDXUSDT+XRPUSDT+WLDUSDT,3,0.75,63.3,16.88,11.97,1.851,1.466,36.08,521,2.98,430264.88
DYDXUSDT+XRPUSDT+WLDUSDT,3,1.0,87.41,21.62,15.67,1.818,1.464,36.08,521,2.98,648250.69
DYDXUSDT+XRPUSDT+XLMUSDT,3,0.75,58.64,21.32,16.09,1.773,1.197,36.5,537,2.98,394788.16
DYDXUSDT+XRPUSDT+XLMUSDT,3,1.0,77.94,27.2,21.01,1.729,1.184,36.5,537,2.98,555558.04
DYDXUSDT+BOMEUSDT+ENSUSDT,3,0.75,71.3,13.23,8.94,2.033,1.629,41.57,267,1.26,196622.29
DYDXUSDT+BOMEUSDT+ENSUSDT,3,1.0,100.16,17.22,11.77,2.053,1.62,41.57,267,1.26,239098.24
DYDXUSDT+BOMEUSDT+WLDUSDT,3,0.75,41.72,14.66,11.99,1.881,1.285,36.6,377,2.83,267897.31
DYDXUSDT+BOMEUSDT+WLDUSDT,3,1.0,56.52,18.99,15.72,1.871,1.283,36.6,377,2.83,354707.06
DYDXUSDT+BOMEUSDT+XLMUSDT,3,0.75,39.94,17.4,15.73,1.817,0.957,37.15,393,2.94,268601.59
DYDXUSDT+BOMEUSDT+XLMUSDT,3,1.0,52.69,22.55,20.47,1.793,0.953,37.15,393,2.94,347126.52
DYDXUSDT+ENSUSDT+WLDUSDT,3,0.75,41.72,15.58,11.39,1.878,1.418,37.97,395,2.83,267915.93
DYDXUSDT+ENSUSDT+WLDUSDT,3,1.0,56.57,20.12,14.92,1.871,1.415,37.97,395,2.83,355060.97
DYDXUSDT+ENSUSDT+XLMUSDT,3,0.75,40.61,17.4,15.73,1.822,0.997,38.44,411,2.94,272423.36
DYDXUSDT+ENSUSDT+XLMUSDT,3,1.0,53.93,22.55,20.47,1.804,0.992,38.44,411,2.94,355455.32
DYDXUSDT+WLDUSDT+XLMUSDT,3,0.75,55.37,19.49,18.03,1.763,1.152,35.51,521,2.94,365320.91
DYDXUSDT+WLDUSDT+XLMUSDT,3,1.0,74.49,25.15,23.35,1.726,1.148,35.51,521,2.94,513954.08
RUNEUSDT+XRPUSDT+BOMEUSDT,3,0.75,45.76,13.71,10.19,1.851,1.271,37.09,399,2.98,306825.49
RUNEUSDT+XRPUSDT+BOMEUSDT,3,1.0,61.82,17.66,13.41,1.805,1.266,37.09,399,2.98,418779.43
RUNEUSDT+XRPUSDT+ENSUSDT,3,0.75,46.2,15.81,11.41,1.846,1.314,38.37,417,2.98,309581.61
RUNEUSDT+XRPUSDT+ENSUSDT,3,1.0,62.65,20.21,15.0,1.8,1.308,38.37,417,2.98,425207.14
RUNEUSDT+XRPUSDT+WLDUSDT,3,0.75,60.76,20.83,17.23,1.755,1.397,35.48,527,2.98,410708.37
RUNEUSDT+XRPUSDT+WLDUSDT,3,1.0,83.0,26.46,22.38,1.695,1.392,35.48,527,2.98,603901.27
RUNEUSDT+XRPUSDT+XLMUSDT,3,0.75,56.69,21.32,16.09,1.691,1.15,35.91,543,2.98,380519.49
RUNEUSDT+XRPUSDT+XLMUSDT,3,1.0,74.67,27.2,21.01,1.627,1.136,35.91,543,2.98,525738.81
RUNEUSDT+BOMEUSDT+ENSUSDT,3,0.75,68.63,13.27,10.24,1.896,1.523,40.29,273,1.26,192781.34
RUNEUSDT+BOMEUSDT+ENSUSDT,3,1.0,95.86,17.23,13.52,1.879,1.514,40.29,273,1.26,232659.92
RUNEUSDT+BOMEUSDT+WLDUSDT,3,0.75,40.01,17.13,14.93,1.777,1.252,35.77,383,2.83,258886.66
RUNEUSDT+BOMEUSDT+WLDUSDT,3,1.0,53.72,22.15,19.45,1.74,1.247,35.77,383,2.83,337063.38
RUNEUSDT+BOMEUSDT+XLMUSDT,3,0.75,38.79,17.4,15.73,1.729,0.938,36.34,399,2.94,262165.5
RUNEUSDT+BOMEUSDT+XLMUSDT,3,1.0,50.89,22.55,20.47,1.684,0.933,36.34,399,2.94,335241.36
RUNEUSDT+ENSUSDT+WLDUSDT,3,0.75,39.73,19.41,15.64,1.763,1.303,37.16,401,2.83,257434.59
RUNEUSDT+ENSUSDT+WLDUSDT,3,1.0,53.25,24.9,20.49,1.724,1.297,37.16,401,2.83,334188.99
RUNEUSDT+ENSUSDT+XLMUSDT,3,0.75,39.22,17.4,15.73,1.725,0.95,37.65,417,2.94,264576.59
RUNEUSDT+ENSUSDT+XLMUSDT,3,1.0,51.7,22.55,20.47,1.681,0.946,37.65,417,2.94,340534.04
RUNEUSDT+WLDUSDT+XLMUSDT,3,0.75,53.07,22.02,18.45,1.672,1.102,34.91,527,2.94,349670.93
RUNEUSDT+WLDUSDT+XLMUSDT,3,1.0,70.57,28.16,23.99,1.612,1.095,34.91,527,2.94,480755.8
XRPUSDT+BOMEUSDT+ENSUSDT,3,0.75,42.55,15.31,10.18,1.887,1.284,40.05,417,2.98,287182.61
XRPUSDT+BOMEUSDT+ENSUSDT,3,1.0,57.62,19.31,13.43,1.871,1.28,40.05,417,2.98,387250.65
XRPUSDT+BOMEUSDT+WLDUSDT,3,0.75,57.61,19.8,16.2,1.803,1.368,36.81,527,2.98,387219.13
XRPUSDT+BOMEUSDT+WLDUSDT,3,1.0,78.91,25.36,21.07,1.77,1.366,36.81,527,2.98,564627.93
XRPUSDT+BOMEUSDT+XLMUSDT,3,0.75,52.98,21.32,16.09,1.724,1.112,37.2,543,2.98,354326.93
XRPUSDT+BOMEUSDT+XLMUSDT,3,1.0,69.63,27.2,21.01,1.679,1.1,37.2,543,2.98,481839.14
XRPUSDT+ENSUSDT+WLDUSDT,3,0.75,57.25,21.98,18.07,1.792,1.41,37.8,545,2.98,384591.78
XRPUSDT+ENSUSDT+WLDUSDT,3,1.0,78.31,28.02,23.42,1.758,1.406,37.8,545,2.98,558935.95
XRPUSDT+ENSUSDT+XLMUSDT,3,0.75,53.35,21.32,16.09,1.72,1.13,38.15,561,2.98,356868.76
XRPUSDT+ENSUSDT+XLMUSDT,3,1.0,70.34,27.2,21.01,1.677,1.117,38.15,561,2.98,487823.71
XRPUSDT+WLDUSDT+XLMUSDT,3,0.75,68.91,24.98,21.02,1.678,1.259,35.92,671,2.98,475755.88
XRPUSDT+WLDUSDT+XLMUSDT,3,1.0,92.24,31.69,27.07,1.622,1.249,35.92,671,2.98,699191.61
BOMEUSDT+ENSUSDT+WLDUSDT,3,0.75,36.54,18.25,14.55,1.808,1.299,38.9,401,2.83,241159.4
BOMEUSDT+ENSUSDT+WLDUSDT,3,1.0,49.13,23.67,19.1,1.802,1.296,38.9,401,2.83,309429.49
BOMEUSDT+ENSUSDT+XLMUSDT,3,0.75,35.52,17.4,15.73,1.754,0.906,39.33,417,2.94,244439.34
BOMEUSDT+ENSUSDT+XLMUSDT,3,1.0,46.63,22.55,20.47,1.736,0.901,39.33,417,2.94,308161.94
BOMEUSDT+WLDUSDT+XLMUSDT,3,0.75,49.86,21.24,18.03,1.715,1.073,36.24,527,2.94,328534.38
BOMEUSDT+WLDUSDT+XLMUSDT,3,1.0,66.43,27.37,23.35,1.679,1.069,36.24,527,2.94,447185.83
ENSUSDT+WLDUSDT+XLMUSDT,3,0.75,49.55,22.96,20.15,1.705,1.081,37.25,545,2.94,326557.89
ENSUSDT+WLDUSDT+XLMUSDT,3,1.0,65.94,29.39,26.06,1.669,1.076,37.25,545,2.94,443372.76
1000PEPEUSDT+MUSDT+TONUSDT+DYDXUSDT,4,0.75,121.42,29.59,14.07,3.051,1.212,38.82,474,2.95,1041764.83
1000PEPEUSDT+MUSDT+TONUSDT+DYDXUSDT,4,1.0,170.55,32.94,18.41,3.12,1.208,38.82,474,2.95,1880714.33
1000PEPEUSDT+MUSDT+TONUSDT+RUNEUSDT,4,0.75,121.36,29.59,15.98,2.928,1.209,37.31,469,2.95,1040888.97
1000PEPEUSDT+MUSDT+TONUSDT+RUNEUSDT,4,1.0,170.35,32.94,20.77,2.946,1.206,37.31,469,2.95,1876621.24
1000PEPEUSDT+MUSDT+TONUSDT+XRPUSDT,4,0.75,145.03,29.91,13.9,2.75,1.306,38.63,611,2.98,1439307.16
1000PEPEUSDT+MUSDT+TONUSDT+XRPUSDT,4,1.0,206.73,33.28,18.14,2.778,1.298,38.63,611,2.98,2807996.76
1000PEPEUSDT+MUSDT+TONUSDT+BOMEUSDT,4,0.75,117.97,29.59,11.46,3.168,1.195,39.87,469,2.95,994574.2
1000PEPEUSDT+MUSDT+TONUSDT+BOMEUSDT,4,1.0,165.49,32.94,14.71,3.262,1.192,39.87,469,2.95,1779006.22
1000PEPEUSDT+MUSDT+TONUSDT+ENSUSDT,4,0.75,114.27,29.59,11.46,3.009,1.177,40.66,487,2.95,945635.7
1000PEPEUSDT+MUSDT+TONUSDT+ENSUSDT,4,1.0,159.75,32.94,14.71,3.074,1.174,40.66,487,2.95,1667934.87
1000PEPEUSDT+MUSDT+TONUSDT+WLDUSDT,4,0.75,134.49,29.6,15.15,2.856,1.365,38.01,584,2.95,1233619.61
1000PEPEUSDT+MUSDT+TONUSDT+WLDUSDT,4,1.0,189.08,32.95,19.73,2.91,1.376,38.01,584,2.95,2286362.82
1000PEPEUSDT+MUSDT+TONUSDT+XLMUSDT,4,0.75,142.03,29.97,17.35,2.738,1.254,38.27,614,2.95,1354260.45
1000PEPEUSDT+MUSDT+TONUSDT+XLMUSDT,4,1.0,200.57,33.35,22.48,2.771,1.249,38.27,614,2.95,2564895.63
1000PEPEUSDT+MUSDT+DYDXUSDT+RUNEUSDT,4,0.75,85.56,22.67,14.06,2.328,1.085,39.47,380,2.95,618796.2
1000PEPEUSDT+MUSDT+DYDXUSDT+RUNEUSDT,4,1.0,117.5,25.51,18.33,2.222,1.081,39.47,380,2.95,988334.9
1000PEPEUSDT+MUSDT+DYDXUSDT+XRPUSDT,4,0.75,117.15,23.91,12.32,2.304,1.262,39.2,523,2.98,1004704.9
1000PEPEUSDT+MUSDT+DYDXUSDT+XRPUSDT,4,1.0,165.85,27.5,16.11,2.229,1.254,39.2,523,2.98,1834486.4
1000PEPEUSDT+MUSDT+DYDXUSDT+BOMEUSDT,4,0.75,85.13,22.67,8.7,2.531,1.088,40.6,367,2.95,614587.59
1000PEPEUSDT+MUSDT+DYDXUSDT+BOMEUSDT,4,1.0,117.2,25.51,11.45,2.455,1.083,40.6,367,2.95,984234.39
1000PEPEUSDT+MUSDT+DYDXUSDT+ENSUSDT,4,0.75,80.13,22.67,10.98,2.353,1.052,41.73,393,2.95,566896.62
1000PEPEUSDT+MUSDT+DYDXUSDT+ENSUSDT,4,1.0,110.0,25.51,14.4,2.273,1.049,41.73,393,2.95,891114.07
1000PEPEUSDT+MUSDT+DYDXUSDT+WLDUSDT,4,0.75,94.25,20.22,12.77,2.121,1.267,38.29,504,2.95,708221.18
1000PEPEUSDT+MUSDT+DYDXUSDT+WLDUSDT,4,1.0,129.73,22.49,16.67,2.043,1.29,38.29,504,2.95,1161326.03
1000PEPEUSDT+MUSDT+DYDXUSDT+XLMUSDT,4,0.75,101.9,22.8,15.12,2.132,1.125,38.58,508,2.95,793592.41
1000PEPEUSDT+MUSDT+DYDXUSDT+XLMUSDT,4,1.0,140.8,25.68,19.69,2.043,1.12,38.58,508,2.95,1334076.35
1000PEPEUSDT+MUSDT+RUNEUSDT+XRPUSDT,4,0.75,117.16,23.91,13.35,2.248,1.26,38.52,527,2.98,1004881.6
1000PEPEUSDT+MUSDT+RUNEUSDT+XRPUSDT,4,1.0,165.86,27.5,17.42,2.15,1.252,38.52,527,2.98,1834683.53
1000PEPEUSDT+MUSDT+RUNEUSDT+BOMEUSDT,4,0.75,86.91,22.67,10.22,2.525,1.097,40.05,377,2.95,632160.9
1000PEPEUSDT+MUSDT+RUNEUSDT+BOMEUSDT,4,1.0,119.79,25.51,13.4,2.435,1.093,40.05,377,2.95,1019272.19
1000PEPEUSDT+MUSDT+RUNEUSDT+ENSUSDT,4,0.75,81.65,22.67,11.96,2.365,1.061,41.31,397,2.95,581103.31
1000PEPEUSDT+MUSDT+RUNEUSDT+ENSUSDT,4,1.0,112.12,25.51,15.67,2.27,1.058,41.31,397,2.95,917909.2
1000PEPEUSDT+MUSDT+RUNEUSDT+WLDUSDT,4,0.75,105.77,20.22,13.14,2.3,1.347,37.92,501,2.95,839220.57
1000PEPEUSDT+MUSDT+RUNEUSDT+WLDUSDT,4,1.0,146.99,22.49,17.16,2.218,1.37,37.92,501,2.95,1437679.43
1000PEPEUSDT+MUSDT+RUNEUSDT+XLMUSDT,4,0.75,108.81,22.8,17.61,2.168,1.163,38.25,515,2.95,876386.05
1000PEPEUSDT+MUSDT+RUNEUSDT+XLMUSDT,4,1.0,151.42,25.68,22.8,2.068,1.158,38.25,515,2.95,1515120.68
1000PEPEUSDT+MUSDT+XRPUSDT+BOMEUSDT,4,0.75,107.43,23.91,9.76,2.256,1.203,40.0,525,2.98,876704.76
1000PEPEUSDT+MUSDT+XRPUSDT+BOMEUSDT,4,1.0,151.04,27.5,12.83,2.183,1.198,40.0,525,2.98,1546943.1
1000PEPEUSDT+MUSDT+XRPUSDT+ENSUSDT,4,0.75,107.82,23.91,12.05,2.255,1.211,41.0,539,2.98,881687.7
1000PEPEUSDT+MUSDT+XRPUSDT+ENSUSDT,4,1.0,151.93,27.5,15.78,2.184,1.205,41.0,539,2.98,1563313.67
1000PEPEUSDT+MUSDT+XRPUSDT+WLDUSDT,4,0.75,126.9,22.94,14.55,2.122,1.439,38.64,647,2.98,1145072.83
1000PEPEUSDT+MUSDT+XRPUSDT+WLDUSDT,4,1.0,179.68,26.36,18.99,2.048,1.46,38.64,647,2.98,2133296.15
1000PEPEUSDT+MUSDT+XRPUSDT+XLMUSDT,4,0.75,126.24,26.26,14.14,2.06,1.242,38.22,662,2.98,1135095.65
1000PEPEUSDT+MUSDT+XRPUSDT+XLMUSDT,4,1.0,176.16,30.48,18.42,1.977,1.228,38.22,662,2.98,2054493.89
1000PEPEUSDT+MUSDT+BOMEUSDT+ENSUSDT,4,0.75,81.99,22.67,9.31,2.609,1.067,42.78,388,2.95,584297.08
1000PEPEUSDT+MUSDT+BOMEUSDT+ENSUSDT,4,1.0,112.99,25.51,12.26,2.56,1.064,42.78,388,2.95,929100.73
1000PEPEUSDT+MUSDT+BOMEUSDT+WLDUSDT,4,0.75,96.06,20.22,11.51,2.294,1.281,39.48,499,2.95,727767.01
1000PEPEUSDT+MUSDT+BOMEUSDT+WLDUSDT,4,1.0,132.66,22.49,15.18,2.241,1.306,39.48,499,2.95,1205437.88
1000PEPEUSDT+MUSDT+BOMEUSDT+XLMUSDT,4,0.75,104.7,22.8,12.03,2.266,1.141,39.42,520,2.95,826532.67
1000PEPEUSDT+MUSDT+BOMEUSDT+XLMUSDT,4,1.0,145.34,25.68,15.73,2.202,1.137,39.42,520,2.95,1409555.68
1000PEPEUSDT+MUSDT+ENSUSDT+WLDUSDT,4,0.75,93.06,20.22,13.65,2.215,1.269,40.15,518,2.95,695482.93
1000PEPEUSDT+MUSDT+ENSUSDT+WLDUSDT,4,1.0,127.88,22.49,17.92,2.152,1.292,40.15,518,2.95,1133968.92
1000PEPEUSDT+MUSDT+ENSUSDT+XLMUSDT,4,0.75,103.26,22.8,12.45,2.253,1.136,40.45,534,2.95,809418.59
1000PEPEUSDT+MUSDT+ENSUSDT+XLMUSDT,4,1.0,143.24,25.68,16.32,2.189,1.13,40.45,534,2.95,1374301.52
1000PEPEUSDT+MUSDT+WLDUSDT+XLMUSDT,4,0.75,120.01,20.8,16.75,2.111,1.33,37.81,640,2.95,1022263.32
1000PEPEUSDT+MUSDT+WLDUSDT+XLMUSDT,4,1.0,166.96,24.66,21.81,2.037,1.345,37.81,640,2.95,1808103.09
1000PEPEUSDT+TONUSDT+DYDXUSDT+RUNEUSDT,4,0.75,93.46,29.59,17.38,2.509,1.056,37.66,470,2.95,699662.26
1000PEPEUSDT+TONUSDT+DYDXUSDT+RUNEUSDT,4,1.0,126.96,32.94,22.54,2.505,1.053,37.66,470,2.95,1120523.84
1000PEPEUSDT+TONUSDT+DYDXUSDT+XRPUSDT,4,0.75,132.93,29.91,13.9,2.568,1.25,37.93,617,2.98,1237912.4
1000PEPEUSDT+TONUSDT+DYDXUSDT+XRPUSDT,4,1.0,186.97,33.28,18.14,2.592,1.242,37.93,617,2.98,2303259.15
1000PEPEUSDT+TONUSDT+DYDXUSDT+BOMEUSDT,4,0.75,106.91,29.59,12.53,2.855,1.134,38.77,472,2.95,853014.39
1000PEPEUSDT+TONUSDT+DYDXUSDT+BOMEUSDT,4,1.0,147.16,32.94,16.39,2.901,1.129,38.77,472,2.95,1440644.34
1000PEPEUSDT+TONUSDT+DYDXUSDT+ENSUSDT,4,0.75,106.84,29.59,11.46,2.829,1.138,40.85,492,2.95,852153.73
1000PEPEUSDT+TONUSDT+DYDXUSDT+ENSUSDT,4,1.0,147.72,32.94,14.71,2.882,1.133,40.85,492,2.95,1450332.8
1000PEPEUSDT+TONUSDT+DYDXUSDT+WLDUSDT,4,0.75,120.19,29.61,15.15,2.555,1.288,37.71,602,2.95,1024766.46
1000PEPEUSDT+TONUSDT+DYDXUSDT+WLDUSDT,4,1.0,166.41,32.96,19.73,2.59,1.297,37.71,602,2.95,1797276.9
1000PEPEUSDT+TONUSDT+DYDXUSDT+XLMUSDT,4,0.75,129.21,29.97,16.54,2.553,1.197,38.03,618,2.95,1153557.35
1000PEPEUSDT+TONUSDT+DYDXUSDT+XLMUSDT,4,1.0,179.71,33.35,21.48,2.571,1.191,38.03,618,2.95,2074859.62
1000PEPEUSDT+TONUSDT+RUNEUSDT+XRPUSDT,4,0.75,128.72,29.91,13.9,2.538,1.231,37.73,599,2.98,1172624.5
1000PEPEUSDT+TONUSDT+RUNEUSDT+XRPUSDT,4,1.0,180.65,33.28,18.14,2.537,1.224,37.73,599,2.98,2155490.3
1000PEPEUSDT+TONUSDT+RUNEUSDT+BOMEUSDT,4,0.75,98.66,29.59,14.48,2.722,1.089,38.01,463,2.95,756632.02
1000PEPEUSDT+TONUSDT+RUNEUSDT+BOMEUSDT,4,1.0,135.0,32.94,18.84,2.737,1.085,38.01,463,2.95,1241526.11
1000PEPEUSDT+TONUSDT+RUNEUSDT+ENSUSDT,4,0.75,99.95,29.59,11.46,2.675,1.097,39.79,480,2.95,771236.01
1000PEPEUSDT+TONUSDT+RUNEUSDT+ENSUSDT,4,1.0,137.37,32.94,14.71,2.688,1.094,39.79,480,2.95,1278875.21
1000PEPEUSDT+TONUSDT+RUNEUSDT+WLDUSDT,4,0.75,130.89,29.6,15.15,2.755,1.344,37.2,578,2.95,1178638.88
1000PEPEUSDT+TONUSDT+RUNEUSDT+WLDUSDT,4,1.0,183.37,32.95,19.73,2.79,1.354,37.2,578,2.95,2155752.18
1000PEPEUSDT+TONUSDT+RUNEUSDT+XLMUSDT,4,0.75,136.49,29.97,19.01,2.572,1.228,36.98,603,2.95,1264967.21
1000PEPEUSDT+TONUSDT+RUNEUSDT+XLMUSDT,4,1.0,191.34,33.35,24.53,2.556,1.223,36.98,603,2.95,2339592.92
1000PEPEUSDT+TONUSDT+XRPUSDT+BOMEUSDT,4,0.75,128.49,29.91,13.9,2.6,1.23,39.15,613,2.98,1169115.54
1000PEPEUSDT+TONUSDT+XRPUSDT+BOMEUSDT,4,1.0,180.35,33.28,18.14,2.623,1.223,39.15,613,2.98,2148700.25
1000PEPEUSDT+TONUSDT+XRPUSDT+ENSUSDT,4,0.75,137.77,29.91,13.9,2.722,1.277,39.7,607,2.98,1316104.57
1000PEPEUSDT+TONUSDT+XRPUSDT+ENSUSDT,4,1.0,195.41,33.28,18.14,2.75,1.269,39.7,607,2.98,2510730.2
1000PEPEUSDT+TONUSDT+XRPUSDT+WLDUSDT,4,0.75,121.32,29.6,17.67,2.351,1.274,36.73,637,2.98,1063224.91
1000PEPEUSDT+TONUSDT+XRPUSDT+WLDUSDT,4,1.0,166.87,32.95,22.89,2.34,1.282,36.73,637,2.98,1855648.92
1000PEPEUSDT+TONUSDT+XRPUSDT+XLMUSDT,4,0.75,57.77,21.03,16.37,1.629,1.211,37.35,664,2.98,388362.0
1000PEPEUSDT+TONUSDT+XRPUSDT+XLMUSDT,4,1.0,76.52,26.77,21.37,1.584,1.199,37.35,664,2.98,542458.68
1000PEPEUSDT+TONUSDT+BOMEUSDT+ENSUSDT,4,0.75,104.73,29.59,11.46,2.934,1.127,40.88,477,2.95,826775.31
1000PEPEUSDT+TONUSDT+BOMEUSDT+ENSUSDT,4,1.0,144.82,32.94,14.71,2.996,1.123,40.88,477,2.95,1400883.08
1000PEPEUSDT+TONUSDT+BOMEUSDT+WLDUSDT,4,0.75,97.53,29.6,15.15,2.317,1.157,38.12,585,2.95,743980.1
1000PEPEUSDT+TONUSDT+BOMEUSDT+WLDUSDT,4,1.0,131.87,32.95,19.73,2.315,1.165,38.12,585,2.95,1193514.16
1000PEPEUSDT+TONUSDT+BOMEUSDT+XLMUSDT,4,0.75,130.52,29.97,14.56,2.711,1.204,38.66,613,2.95,1173059.12
1000PEPEUSDT+TONUSDT+BOMEUSDT+XLMUSDT,4,1.0,181.93,33.35,18.94,2.758,1.198,38.66,613,2.95,2123776.59
1000PEPEUSDT+TONUSDT+ENSUSDT+WLDUSDT,4,0.75,94.59,29.6,17.56,2.26,1.14,38.83,613,2.95,711786.45
1000PEPEUSDT+TONUSDT+ENSUSDT+WLDUSDT,4,1.0,127.37,32.95,22.85,2.254,1.147,38.83,613,2.95,1126460.71
1000PEPEUSDT+TONUSDT+ENSUSDT+XLMUSDT,4,0.75,132.47,29.97,12.08,2.699,1.214,39.97,623,2.95,1202576.19
1000PEPEUSDT+TONUSDT+ENSUSDT+XLMUSDT,4,1.0,185.42,33.35,15.82,2.741,1.208,39.97,623,2.95,2202238.54
